[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
17-09 00:00:18|6745M 3176M 1296M 4790M
17-09 00:00:28|6745M 3176M 1296M 4790M
17-09 00:00:38|6745M 3176M 1296M 4790M
17-09 00:00:48|6745M 3176M 1296M 4790M
17-09 00:00:58|6745M 3176M 1296M 4790M
17-09 00:01:08|6745M 3176M 1296M 4790M
17-09 00:01:18|6745M 3176M 1296M 4790M
17-09 00:01:28|6745M 3176M 1296M 4790M
17-09 00:01:38|6745M 3176M 1296M 4790M
17-09 00:01:48|6745M 3176M 1296M 4790M
17-09 00:01:58|6745M 3176M 1296M 4790M
17-09 00:02:08|6745M 3176M 1296M 4790M
17-09 00:02:18|6745M 3176M 1296M 4790M
17-09 00:02:28|6745M 3176M 1296M 4790M
17-09 00:02:38|6745M 3176M 1296M 4790M
17-09 00:02:48|6745M 3176M 1296M 4790M
17-09 00:02:58|6745M 3176M 1296M 4790M
17-09 00:03:08|6744M 3177M 1296M 4790M
17-09 00:03:18|6744M 3177M 1296M 4790M
17-09 00:03:28|6744M 3177M 1296M 4790M
17-09 00:03:38|6744M 3177M 1296M 4790M
17-09 00:03:48|6744M 3177M 1296M 4790M
17-09 00:03:58|6745M 3177M 1296M 4790M
17-09 00:04:08|6745M 3177M 1296M 4790M
17-09 00:04:18|6745M 3177M 1296M 4790M
17-09 00:04:28|6745M 3177M 1296M 4790M
17-09 00:04:38|6745M 3177M 1296M 4790M
17-09 00:04:48|6745M 3177M 1296M 4790M
17-09 00:04:58|6745M 3177M 1296M 4790M
17-09 00:05:08|6745M 3177M 1296M 4790M
17-09 00:05:18|6745M 3177M 1296M 4790M
17-09 00:05:28|6745M 3177M 1296M 4790M
17-09 00:05:38|6745M 3177M 1296M 4790M
17-09 00:05:48|6745M 3177M 1296M 4790M
17-09 00:05:58|6745M 3177M 1296M 4790M
17-09 00:06:08|6745M 3177M 1296M 4790M
17-09 00:06:18|6749M 3177M 1296M 4785M
17-09 00:06:28|6783M 3177M 1296M 4752M
17-09 00:06:38|6831M 3177M 1296M 4704M
17-09 00:06:48|6876M 3177M 1296M 4658M
17-09 00:06:58|6895M 3177M 1296M 4639M
17-09 00:07:08|6895M 3177M 1296M 4639M
17-09 00:07:18|6895M 3177M 1296M 4639M
17-09 00:07:28|6895M 3177M 1296M 4639M
17-09 00:07:38|6895M 3177M 1296M 4639M
17-09 00:07:48|6895M 3177M 1296M 4639M
17-09 00:07:58|6918M 3177M 1296M 4616M
17-09 00:08:08|6973M 3177M 1296M 4561M
17-09 00:08:18|7042M 3177M 1296M 4493M
17-09 00:08:28|7113M 3177M 1296M 4421M
17-09 00:08:38|7176M 3177M 1296M 4358M
17-09 00:08:48|7214M 3177M 1296M 4321M
17-09 00:08:58|7214M 3177M 1296M 4321M
17-09 00:09:08|7214M 3177M 1296M 4320M
17-09 00:09:18|7214M 3177M 1296M 4320M
17-09 00:09:28|7214M 3177M 1296M 4320M
17-09 00:09:38|7214M 3177M 1296M 4320M
17-09 00:09:48|7214M 3177M 1296M 4320M
17-09 00:09:58|7214M 3177M 1296M 4320M
17-09 00:10:08|7214M 3177M 1296M 4320M
17-09 00:10:18|7214M 3177M 1296M 4320M
17-09 00:10:28|7214M 3177M 1296M 4320M
17-09 00:10:38|7214M 3177M 1296M 4320M
17-09 00:10:48|7214M 3177M 1296M 4320M
17-09 00:10:58|7214M 3177M 1296M 4320M
17-09 00:11:08|7214M 3177M 1296M 4320M
17-09 00:11:18|7214M 3177M 1296M 4320M
17-09 00:11:28|7214M 3177M 1296M 4320M
17-09 00:11:38|7214M 3177M 1296M 4320M
17-09 00:11:48|7214M 3177M 1296M 4320M
17-09 00:11:58|7214M 3177M 1296M 4320M
17-09 00:12:08|7214M 3177M 1296M 4320M
17-09 00:12:18|7214M 3177M 1296M 4320M
17-09 00:12:28|7214M 3177M 1296M 4320M
17-09 00:12:38|7214M 3177M 1296M 4320M
17-09 00:12:48|7214M 3177M 1296M 4320M
17-09 00:12:58|7214M 3177M 1296M 4320M
17-09 00:13:08|7214M 3177M 1296M 4320M
17-09 00:13:18|7214M 3177M 1296M 4320M
17-09 00:13:28|7214M 3177M 1296M 4320M
17-09 00:13:38|7214M 3177M 1296M 4320M
17-09 00:13:48|7214M 3177M 1296M 4320M
17-09 00:13:58|7214M 3177M 1296M 4320M
17-09 00:14:08|7214M 3177M 1296M 4320M
17-09 00:14:18|7214M 3177M 1296M 4320M
17-09 00:14:28|7214M 3177M 1296M 4320M
17-09 00:14:38|7214M 3177M 1296M 4320M
17-09 00:14:48|7214M 3177M 1296M 4320M
17-09 00:14:58|7215M 3177M 1296M 4320M
17-09 00:15:08|7215M 3177M 1296M 4319M
17-09 00:15:18|7215M 3177M 1296M 4319M
17-09 00:15:28|7215M 3177M 1296M 4319M
17-09 00:15:38|7215M 3177M 1296M 4319M
17-09 00:15:48|7215M 3177M 1296M 4319M
17-09 00:15:58|7214M 3177M 1296M 4320M
17-09 00:16:08|7214M 3177M 1296M 4320M
17-09 00:16:18|7215M 3177M 1296M 4319M
17-09 00:16:28|7215M 3177M 1296M 4319M
17-09 00:16:38|7215M 3177M 1296M 4319M
17-09 00:16:48|7215M 3177M 1296M 4319M
17-09 00:16:58|7215M 3177M 1296M 4319M
17-09 00:17:08|7215M 3177M 1296M 4319M
17-09 00:17:18|7215M 3177M 1296M 4319M
17-09 00:17:28|7215M 3177M 1296M 4319M
17-09 00:17:38|7215M 3177M 1296M 4319M
17-09 00:17:48|7215M 3177M 1296M 4319M
17-09 00:17:58|7215M 3177M 1296M 4319M
17-09 00:18:08|7215M 3177M 1296M 4319M
17-09 00:18:18|7215M 3177M 1296M 4319M
17-09 00:18:28|7215M 3177M 1296M 4319M
17-09 00:18:38|7215M 3177M 1296M 4319M
17-09 00:18:48|7215M 3177M 1296M 4319M
17-09 00:18:58|7215M 3177M 1296M 4319M
17-09 00:19:08|7215M 3177M 1296M 4319M
17-09 00:19:18|7215M 3177M 1296M 4319M
17-09 00:19:28|7215M 3177M 1296M 4319M
17-09 00:19:38|7215M 3177M 1296M 4319M
17-09 00:19:48|7215M 3177M 1296M 4319M
17-09 00:19:58|7215M 3177M 1296M 4319M
17-09 00:20:08|7215M 3177M 1296M 4319M
17-09 00:20:18|7215M 3177M 1296M 4319M
17-09 00:20:28|7215M 3177M 1296M 4319M
17-09 00:20:38|7216M 3177M 1296M 4318M
17-09 00:20:48|7215M 3177M 1296M 4318M
17-09 00:20:58|7215M 3177M 1296M 4318M
17-09 00:21:08|7215M 3177M 1296M 4318M
17-09 00:21:18|7215M 3177M 1296M 4318M
17-09 00:21:28|7215M 3177M 1296M 4318M
17-09 00:21:38|7215M 3177M 1296M 4318M
17-09 00:21:48|7215M 3177M 1296M 4318M
17-09 00:21:58|7215M 3177M 1296M 4318M
17-09 00:22:08|7215M 3177M 1296M 4318M
17-09 00:22:18|7216M 3177M 1296M 4318M
17-09 00:22:28|7216M 3177M 1296M 4318M
17-09 00:22:38|7216M 3177M 1296M 4318M
17-09 00:22:48|7216M 3177M 1296M 4318M
17-09 00:22:58|7216M 3177M 1296M 4318M
17-09 00:23:08|7216M 3177M 1296M 4318M
17-09 00:23:18|7216M 3177M 1296M 4318M
17-09 00:23:28|7216M 3177M 1296M 4318M
17-09 00:23:38|7216M 3177M 1296M 4318M
17-09 00:23:48|7216M 3177M 1296M 4318M
17-09 00:23:58|7216M 3177M 1296M 4318M
17-09 00:24:08|7216M 3177M 1296M 4318M
17-09 00:24:18|7216M 3177M 1296M 4317M
17-09 00:24:28|7216M 3177M 1296M 4317M
17-09 00:24:38|7216M 3177M 1296M 4317M
17-09 00:24:48|7216M 3177M 1296M 4318M
17-09 00:24:58|7216M 3177M 1296M 4318M
17-09 00:25:08|7216M 3177M 1296M 4317M
17-09 00:25:18|7216M 3178M 1296M 4317M
17-09 00:25:28|7216M 3178M 1296M 4317M
17-09 00:25:38|7216M 3178M 1296M 4317M
17-09 00:25:48|7216M 3178M 1296M 4317M
17-09 00:25:58|7217M 3178M 1296M 4317M
17-09 00:26:08|7217M 3178M 1296M 4317M
17-09 00:26:18|7217M 3178M 1296M 4316M
17-09 00:26:28|7217M 3178M 1296M 4316M
17-09 00:26:38|7217M 3178M 1296M 4316M
17-09 00:26:48|7217M 3178M 1296M 4316M
17-09 00:26:58|7217M 3178M 1296M 4316M
17-09 00:27:08|7217M 3178M 1296M 4316M
17-09 00:27:18|7217M 3178M 1296M 4316M
17-09 00:27:28|7217M 3178M 1296M 4316M
17-09 00:27:38|7217M 3178M 1296M 4316M
17-09 00:27:48|7217M 3178M 1296M 4316M
17-09 00:27:58|7217M 3178M 1296M 4316M
17-09 00:28:08|7217M 3178M 1296M 4316M
17-09 00:28:18|7217M 3178M 1296M 4316M
17-09 00:28:28|7217M 3178M 1296M 4316M
17-09 00:28:38|7217M 3178M 1296M 4316M
17-09 00:28:48|7217M 3178M 1296M 4316M
17-09 00:28:58|7217M 3178M 1296M 4316M
17-09 00:29:08|7217M 3178M 1296M 4316M
17-09 00:29:18|7217M 3178M 1296M 4316M
17-09 00:29:28|7217M 3178M 1296M 4316M
17-09 00:29:38|7217M 3178M 1296M 4316M
17-09 00:29:48|7217M 3178M 1296M 4316M
17-09 00:29:58|7217M 3178M 1296M 4316M
17-09 00:30:08|7218M 3178M 1296M 4315M
17-09 00:30:18|7218M 3178M 1296M 4315M
17-09 00:30:28|7218M 3178M 1296M 4315M
17-09 00:30:38|7218M 3178M 1296M 4315M
17-09 00:30:48|7218M 3178M 1296M 4315M
17-09 00:30:58|7218M 3178M 1296M 4315M
17-09 00:31:08|7218M 3178M 1296M 4315M
17-09 00:31:18|7218M 3178M 1296M 4315M
17-09 00:31:28|7218M 3178M 1296M 4315M
17-09 00:31:38|7218M 3178M 1296M 4315M
17-09 00:31:48|7218M 3178M 1296M 4315M
17-09 00:31:58|7219M 3178M 1296M 4315M
17-09 00:32:08|7219M 3178M 1296M 4315M
17-09 00:32:18|7219M 3178M 1296M 4315M
17-09 00:32:28|7219M 3178M 1296M 4314M
17-09 00:32:38|7219M 3178M 1296M 4315M
17-09 00:32:48|7219M 3178M 1296M 4314M
17-09 00:32:58|7219M 3178M 1296M 4314M
17-09 00:33:08|7219M 3178M 1296M 4314M
17-09 00:33:18|7219M 3178M 1296M 4314M
17-09 00:33:28|7219M 3178M 1296M 4314M
17-09 00:33:38|7219M 3178M 1296M 4314M
17-09 00:33:48|7219M 3178M 1296M 4314M
17-09 00:33:58|7219M 3178M 1296M 4314M
17-09 00:34:08|7219M 3178M 1296M 4314M
17-09 00:34:18|7219M 3178M 1296M 4314M
17-09 00:34:28|7219M 3178M 1296M 4314M
17-09 00:34:38|7219M 3178M 1296M 4314M
17-09 00:34:48|7219M 3178M 1296M 4314M
17-09 00:34:58|7219M 3178M 1296M 4314M
17-09 00:35:08|7220M 3178M 1296M 4313M
17-09 00:35:18|7220M 3178M 1296M 4313M
17-09 00:35:28|7220M 3178M 1296M 4313M
17-09 00:35:38|7220M 3178M 1296M 4313M
17-09 00:35:48|7220M 3178M 1296M 4313M
17-09 00:35:58|7220M 3178M 1296M 4313M
17-09 00:36:08|7220M 3178M 1296M 4313M
17-09 00:36:18|7220M 3178M 1296M 4313M
17-09 00:36:28|7220M 3178M 1296M 4313M
17-09 00:36:38|7221M 3178M 1296M 4312M
17-09 00:36:48|7221M 3178M 1296M 4312M
17-09 00:36:58|7221M 3178M 1296M 4312M
17-09 00:37:08|7221M 3178M 1296M 4312M
17-09 00:37:18|7221M 3178M 1296M 4312M
17-09 00:37:28|7221M 3178M 1296M 4312M
17-09 00:37:38|7221M 3178M 1296M 4312M
17-09 00:37:48|7221M 3178M 1296M 4312M
17-09 00:37:58|7221M 3178M 1296M 4312M
17-09 00:38:08|7221M 3178M 1296M 4312M
17-09 00:38:18|7221M 3178M 1296M 4311M
17-09 00:38:28|7221M 3178M 1296M 4311M
17-09 00:38:38|7222M 3178M 1296M 4311M
17-09 00:38:48|7222M 3178M 1296M 4311M
17-09 00:38:58|7222M 3178M 1296M 4311M
17-09 00:39:08|7222M 3178M 1296M 4311M
17-09 00:39:18|7222M 3178M 1296M 4311M
17-09 00:39:28|7222M 3178M 1296M 4311M
17-09 00:39:38|7222M 3178M 1296M 4311M
17-09 00:39:48|7222M 3178M 1296M 4311M
17-09 00:39:58|7221M 3178M 1296M 4311M
17-09 00:40:08|7223M 3178M 1296M 4310M
17-09 00:40:18|7223M 3178M 1296M 4309M
17-09 00:40:28|7223M 3178M 1296M 4310M
17-09 00:40:38|7223M 3178M 1296M 4309M
17-09 00:40:48|7223M 3178M 1296M 4309M
17-09 00:40:58|7223M 3178M 1296M 4309M
17-09 00:41:08|7223M 3178M 1296M 4309M
17-09 00:41:18|7224M 3178M 1296M 4309M
17-09 00:41:28|7224M 3178M 1296M 4309M
17-09 00:41:38|7224M 3178M 1296M 4309M
17-09 00:41:48|7224M 3178M 1296M 4309M
17-09 00:41:58|7224M 3178M 1296M 4309M
17-09 00:42:08|7224M 3178M 1296M 4309M
17-09 00:42:18|7224M 3178M 1296M 4309M
17-09 00:42:28|7224M 3178M 1296M 4309M
17-09 00:42:38|7224M 3178M 1296M 4309M
17-09 00:42:48|7224M 3178M 1296M 4309M
17-09 00:42:58|7224M 3178M 1296M 4308M
17-09 00:43:08|7224M 3178M 1296M 4309M
17-09 00:43:18|7224M 3178M 1296M 4309M
17-09 00:43:28|7224M 3178M 1296M 4309M
17-09 00:43:38|7224M 3178M 1296M 4308M
17-09 00:43:48|7224M 3179M 1296M 4309M
17-09 00:43:58|7224M 3179M 1296M 4308M
17-09 00:44:08|7224M 3179M 1296M 4308M
17-09 00:44:18|7224M 3179M 1296M 4308M
17-09 00:44:28|7224M 3179M 1296M 4308M
17-09 00:44:38|7224M 3179M 1296M 4308M
17-09 00:44:48|7224M 3179M 1296M 4308M
17-09 00:44:58|7224M 3179M 1296M 4308M
17-09 00:45:08|7224M 3179M 1296M 4308M
17-09 00:45:18|7224M 3179M 1296M 4308M
17-09 00:45:28|7224M 3179M 1296M 4308M
17-09 00:45:38|7224M 3179M 1296M 4308M
17-09 00:45:48|7224M 3179M 1296M 4308M
17-09 00:45:58|7225M 3179M 1296M 4308M
17-09 00:46:08|7224M 3179M 1296M 4308M
17-09 00:46:18|7224M 3179M 1296M 4308M
17-09 00:46:28|7224M 3179M 1296M 4308M
17-09 00:46:38|7224M 3179M 1296M 4308M
17-09 00:46:48|7224M 3179M 1296M 4308M
17-09 00:46:58|7224M 3179M 1296M 4308M
17-09 00:47:08|7224M 3179M 1296M 4308M
17-09 00:47:18|7225M 3179M 1296M 4308M
17-09 00:47:28|7225M 3179M 1296M 4307M
17-09 00:47:38|7225M 3179M 1296M 4307M
17-09 00:47:48|7225M 3179M 1296M 4307M
17-09 00:47:58|7225M 3179M 1296M 4307M
17-09 00:48:08|7225M 3179M 1296M 4307M
17-09 00:48:18|7225M 3179M 1296M 4307M
17-09 00:48:28|7225M 3179M 1296M 4307M
17-09 00:48:38|7225M 3179M 1296M 4307M
17-09 00:48:48|7226M 3179M 1296M 4307M
17-09 00:48:58|7226M 3179M 1296M 4306M
17-09 00:49:08|7226M 3179M 1296M 4306M
17-09 00:49:18|7226M 3179M 1296M 4306M
17-09 00:49:28|7226M 3179M 1296M 4306M
17-09 00:49:38|7226M 3179M 1296M 4306M
17-09 00:49:48|7226M 3179M 1296M 4306M
17-09 00:49:58|7226M 3179M 1296M 4306M
17-09 00:50:08|7226M 3179M 1296M 4306M
17-09 00:50:18|7226M 3179M 1296M 4306M
17-09 00:50:28|7226M 3179M 1296M 4306M
17-09 00:50:38|7226M 3179M 1296M 4306M
17-09 00:50:48|7226M 3179M 1296M 4306M
17-09 00:50:58|7226M 3179M 1296M 4306M
17-09 00:51:08|7227M 3179M 1296M 4306M
17-09 00:51:18|7227M 3179M 1296M 4306M
17-09 00:51:28|7227M 3179M 1296M 4306M
17-09 00:51:38|7227M 3179M 1296M 4306M
17-09 00:51:48|7227M 3179M 1296M 4305M
17-09 00:51:58|7227M 3179M 1296M 4305M
17-09 00:52:08|7227M 3179M 1296M 4305M
17-09 00:52:18|7227M 3179M 1296M 4305M
17-09 00:52:28|7227M 3179M 1296M 4305M
17-09 00:52:38|7227M 3179M 1296M 4305M
17-09 00:52:48|7227M 3179M 1296M 4305M
17-09 00:52:58|7227M 3179M 1296M 4305M
17-09 00:53:08|7227M 3179M 1296M 4305M
17-09 00:53:18|7227M 3179M 1296M 4305M
17-09 00:53:28|7227M 3179M 1296M 4305M
17-09 00:53:38|7227M 3179M 1296M 4305M
17-09 00:53:48|7227M 3179M 1296M 4305M
17-09 00:53:58|7227M 3179M 1296M 4305M
17-09 00:54:08|7227M 3179M 1296M 4305M
17-09 00:54:18|7227M 3179M 1296M 4305M
17-09 00:54:28|7227M 3179M 1296M 4305M
17-09 00:54:38|7227M 3179M 1296M 4305M
17-09 00:54:48|7227M 3179M 1296M 4305M
17-09 00:54:58|7225M 3179M 1296M 4307M
17-09 00:55:08|7225M 3179M 1296M 4307M
17-09 00:55:18|7225M 3179M 1296M 4306M
17-09 00:55:28|7225M 3179M 1296M 4307M
17-09 00:55:38|7225M 3179M 1296M 4306M
17-09 00:55:48|7225M 3179M 1296M 4307M
17-09 00:55:58|7226M 3179M 1296M 4306M
17-09 00:56:08|7225M 3179M 1296M 4306M
17-09 00:56:18|7226M 3179M 1296M 4306M
17-09 00:56:28|7226M 3179M 1296M 4306M
17-09 00:56:38|7226M 3179M 1296M 4306M
17-09 00:56:48|7226M 3179M 1296M 4306M
17-09 00:56:58|7226M 3179M 1296M 4306M
17-09 00:57:08|7226M 3179M 1296M 4306M
17-09 00:57:18|7226M 3179M 1296M 4306M
17-09 00:57:28|7226M 3179M 1296M 4306M
17-09 00:57:38|7226M 3179M 1296M 4306M
17-09 00:57:48|7226M 3179M 1296M 4306M
17-09 00:57:58|7227M 3179M 1296M 4305M
17-09 00:58:08|7228M 3179M 1296M 4304M
17-09 00:58:18|7228M 3179M 1296M 4304M
17-09 00:58:28|7228M 3179M 1296M 4304M
17-09 00:58:38|7228M 3179M 1296M 4304M
17-09 00:58:48|7228M 3179M 1296M 4304M
17-09 00:58:58|7228M 3179M 1296M 4304M
17-09 00:59:08|7228M 3179M 1296M 4304M
17-09 00:59:18|7228M 3179M 1296M 4304M
17-09 00:59:28|7228M 3179M 1296M 4304M
17-09 00:59:38|7228M 3179M 1296M 4304M
17-09 00:59:48|7228M 3179M 1296M 4303M
17-09 00:59:58|7228M 3179M 1296M 4304M
17-09 01:00:08|7228M 3179M 1296M 4304M
17-09 01:00:18|7228M 3179M 1296M 4304M
17-09 01:00:28|7228M 3179M 1296M 4304M
17-09 01:00:38|7228M 3179M 1296M 4303M
17-09 01:00:48|7228M 3179M 1296M 4303M
17-09 01:00:58|7228M 3179M 1296M 4303M
17-09 01:01:08|7228M 3179M 1296M 4303M
17-09 01:01:18|7228M 3179M 1296M 4303M
17-09 01:01:28|7228M 3179M 1296M 4303M
17-09 01:01:38|7228M 3179M 1296M 4303M
17-09 01:01:48|7228M 3179M 1296M 4303M
17-09 01:01:58|7228M 3179M 1296M 4303M
17-09 01:02:08|7228M 3179M 1296M 4303M
17-09 01:02:18|7228M 3179M 1296M 4303M
17-09 01:02:28|7229M 3179M 1296M 4303M
17-09 01:02:38|7228M 3179M 1296M 4303M
17-09 01:02:48|7229M 3179M 1296M 4303M
17-09 01:02:58|7229M 3179M 1296M 4303M
17-09 01:03:08|7229M 3179M 1296M 4303M
17-09 01:03:18|7229M 3180M 1296M 4303M
17-09 01:03:28|7229M 3180M 1296M 4303M
17-09 01:03:38|7228M 3180M 1296M 4303M
17-09 01:03:48|7228M 3180M 1296M 4303M
17-09 01:03:58|7229M 3180M 1296M 4303M
17-09 01:04:08|7228M 3180M 1296M 4303M
17-09 01:04:18|7228M 3180M 1296M 4303M
17-09 01:04:28|7229M 3180M 1296M 4303M
17-09 01:04:38|7228M 3180M 1296M 4303M
17-09 01:04:48|7228M 3180M 1296M 4303M
17-09 01:04:58|7228M 3180M 1296M 4303M
17-09 01:05:08|7229M 3180M 1296M 4303M
17-09 01:05:18|7229M 3180M 1296M 4303M
17-09 01:05:28|7229M 3180M 1296M 4303M
17-09 01:05:38|7229M 3180M 1296M 4303M
17-09 01:05:48|7229M 3180M 1296M 4303M
17-09 01:05:58|7229M 3180M 1296M 4303M
17-09 01:06:08|7229M 3180M 1296M 4303M
17-09 01:06:18|7229M 3180M 1296M 4303M
17-09 01:06:28|7229M 3180M 1296M 4303M
17-09 01:06:38|7229M 3180M 1296M 4303M
17-09 01:06:48|7229M 3180M 1296M 4303M
17-09 01:06:58|7229M 3180M 1296M 4303M
17-09 01:07:08|7229M 3180M 1296M 4303M
17-09 01:07:18|7229M 3180M 1296M 4303M
17-09 01:07:28|7229M 3180M 1296M 4303M
17-09 01:07:38|7229M 3180M 1296M 4303M
17-09 01:07:48|7229M 3180M 1296M 4303M
17-09 01:07:58|7229M 3180M 1296M 4303M
17-09 01:08:08|7229M 3180M 1296M 4303M
17-09 01:08:18|7229M 3180M 1296M 4303M
17-09 01:08:28|7229M 3180M 1296M 4303M
17-09 01:08:38|7229M 3180M 1296M 4303M
17-09 01:08:48|7229M 3180M 1296M 4302M
17-09 01:08:58|7229M 3180M 1296M 4302M
17-09 01:09:08|7229M 3180M 1296M 4302M
17-09 01:09:18|7229M 3180M 1296M 4303M
17-09 01:09:28|7229M 3180M 1296M 4302M
17-09 01:09:38|7229M 3180M 1296M 4302M
17-09 01:09:48|7229M 3180M 1296M 4303M
17-09 01:09:58|7229M 3180M 1296M 4303M
17-09 01:10:08|7229M 3180M 1296M 4303M
17-09 01:10:18|7229M 3180M 1296M 4303M
17-09 01:10:28|7228M 3180M 1296M 4303M
17-09 01:10:38|7228M 3180M 1296M 4303M
17-09 01:10:48|7228M 3180M 1296M 4303M
17-09 01:10:58|7228M 3180M 1296M 4303M
17-09 01:11:08|7229M 3180M 1296M 4302M
17-09 01:11:18|7229M 3180M 1296M 4302M
17-09 01:11:28|7229M 3180M 1296M 4302M
17-09 01:11:38|7229M 3180M 1296M 4302M
17-09 01:11:48|7229M 3180M 1296M 4302M
17-09 01:11:58|7229M 3180M 1296M 4302M
17-09 01:12:08|7229M 3180M 1296M 4302M
17-09 01:12:18|7229M 3180M 1296M 4302M
17-09 01:12:28|7229M 3180M 1296M 4302M
17-09 01:12:38|7229M 3180M 1296M 4302M
17-09 01:12:48|7229M 3180M 1296M 4302M
17-09 01:12:58|7229M 3180M 1296M 4302M
17-09 01:13:08|7229M 3180M 1296M 4302M
17-09 01:13:18|7229M 3180M 1296M 4302M
17-09 01:13:28|7229M 3180M 1296M 4302M
17-09 01:13:38|7229M 3180M 1296M 4302M
17-09 01:13:48|7229M 3180M 1296M 4302M
17-09 01:13:58|7229M 3180M 1296M 4302M
17-09 01:14:08|7229M 3180M 1296M 4302M
17-09 01:14:18|7229M 3180M 1296M 4302M
17-09 01:14:28|7229M 3180M 1296M 4302M
17-09 01:14:38|7229M 3180M 1296M 4302M
17-09 01:14:48|7229M 3180M 1296M 4302M
17-09 01:14:58|7229M 3180M 1296M 4302M
17-09 01:15:08|7229M 3180M 1296M 4302M
17-09 01:15:18|7229M 3180M 1296M 4302M
17-09 01:15:28|7229M 3180M 1296M 4302M
17-09 01:15:38|7229M 3180M 1296M 4302M
17-09 01:15:48|7229M 3180M 1296M 4302M
17-09 01:15:58|7229M 3180M 1296M 4301M
17-09 01:16:08|7229M 3180M 1296M 4301M
17-09 01:16:18|7229M 3180M 1296M 4301M
17-09 01:16:28|7230M 3180M 1296M 4301M
17-09 01:16:38|7230M 3180M 1296M 4301M
17-09 01:16:48|7230M 3180M 1296M 4301M
17-09 01:16:58|7230M 3180M 1296M 4301M
17-09 01:17:08|7230M 3180M 1296M 4301M
17-09 01:17:18|7230M 3180M 1296M 4301M
17-09 01:17:28|7230M 3180M 1296M 4301M
17-09 01:17:38|7230M 3180M 1296M 4301M
17-09 01:17:48|7230M 3180M 1296M 4301M
17-09 01:17:58|7230M 3180M 1296M 4301M
17-09 01:18:08|7230M 3180M 1296M 4301M
17-09 01:18:18|7230M 3180M 1296M 4301M
17-09 01:18:28|7230M 3180M 1296M 4300M
17-09 01:18:38|7230M 3180M 1296M 4300M
17-09 01:18:48|7230M 3180M 1296M 4300M
17-09 01:18:58|7230M 3180M 1296M 4300M
17-09 01:19:08|7230M 3180M 1296M 4300M
17-09 01:19:18|7230M 3180M 1296M 4300M
17-09 01:19:28|7230M 3180M 1296M 4300M
17-09 01:19:38|7230M 3180M 1296M 4300M
17-09 01:19:48|7230M 3180M 1296M 4300M
17-09 01:19:58|7230M 3180M 1296M 4300M
17-09 01:20:08|7230M 3180M 1296M 4300M
17-09 01:20:18|7230M 3180M 1296M 4300M
17-09 01:20:28|7230M 3180M 1296M 4300M
17-09 01:20:38|7230M 3180M 1296M 4300M
17-09 01:20:48|7230M 3180M 1296M 4300M
17-09 01:20:58|7230M 3180M 1296M 4300M
17-09 01:21:08|7230M 3180M 1296M 4300M
17-09 01:21:18|7230M 3180M 1296M 4300M
17-09 01:21:28|7230M 3180M 1296M 4300M
17-09 01:21:38|7230M 3180M 1296M 4300M
17-09 01:21:48|7230M 3180M 1296M 4300M
17-09 01:21:58|7230M 3180M 1296M 4300M
17-09 01:22:08|7230M 3180M 1296M 4300M
17-09 01:22:18|7230M 3180M 1296M 4300M
17-09 01:22:28|7230M 3180M 1296M 4300M
17-09 01:22:38|7230M 3180M 1296M 4300M
17-09 01:22:48|7230M 3180M 1296M 4300M
17-09 01:22:58|7230M 3180M 1296M 4300M
17-09 01:23:08|7230M 3180M 1296M 4300M
17-09 01:23:18|7230M 3180M 1296M 4300M
17-09 01:23:28|8692M 3181M 1296M 2839M
17-09 01:23:38|9.92G 3181M 1296M 1377M
17-09 01:23:48|7230M 3181M 1296M 4300M
17-09 01:23:58|6746M 3181M 1297M 4783M
17-09 01:24:08|6746M 3181M 1297M 4783M
17-09 01:24:18|6746M 3181M 1297M 4784M
17-09 01:24:28|6746M 3181M 1297M 4784M
17-09 01:24:38|6746M 3181M 1297M 4784M
17-09 01:24:48|6746M 3181M 1297M 4784M
17-09 01:24:58|6746M 3181M 1297M 4784M
17-09 01:25:08|6746M 3181M 1297M 4784M
17-09 01:25:18|6746M 3181M 1297M 4784M
17-09 01:25:28|6746M 3181M 1297M 4784M
17-09 01:25:38|6746M 3181M 1297M 4783M
17-09 01:25:48|6746M 3181M 1297M 4783M
17-09 01:25:58|6746M 3181M 1297M 4783M
17-09 01:26:08|6746M 3181M 1297M 4783M
17-09 01:26:18|6746M 3181M 1297M 4783M
17-09 01:26:28|6746M 3181M 1297M 4783M
17-09 01:26:38|6746M 3181M 1297M 4783M
17-09 01:26:48|6746M 3181M 1297M 4783M
17-09 01:26:58|6746M 3181M 1297M 4783M
17-09 01:27:08|6746M 3181M 1297M 4783M
17-09 01:27:18|6746M 3181M 1297M 4783M
17-09 01:27:28|6746M 3181M 1297M 4783M
17-09 01:27:38|6746M 3181M 1297M 4783M
17-09 01:27:48|6746M 3181M 1297M 4783M
17-09 01:27:58|6746M 3181M 1297M 4783M
17-09 01:28:08|6746M 3181M 1297M 4783M
17-09 01:28:18|6746M 3181M 1297M 4783M
17-09 01:28:28|6746M 3181M 1297M 4783M
17-09 01:28:38|6746M 3181M 1297M 4783M
17-09 01:28:48|6746M 3181M 1297M 4783M
17-09 01:28:58|6746M 3181M 1297M 4783M
17-09 01:29:08|6746M 3181M 1297M 4783M
17-09 01:29:18|6746M 3181M 1297M 4783M
17-09 01:29:28|6746M 3181M 1297M 4783M
17-09 01:29:38|6746M 3181M 1297M 4783M
